id,day_not_date,site_id,elevation_m_asl,aspect,species,project,plot_id,plant_id,veg_height_cm,rep_height_cm,wet_mass_g,dry_mass_g,leaf_area_cm2,leaf_thickness_mm,wet_sla_cm2_g,sla_cm2_g,ldmc,bulk_nr,wet_mass_total_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,remark,new_species,n,leaf_area_total_cm2,wet_bulk_nr,wet_nr_pieces,dry_bulk_nr,dry_nr_pieces,dry_mass_total_g,check_scan,remarks,orchids,nr
DZJ9395,8,4,2600,east,c_f_hesperantha_baurii,T,5,3,9.1,NA,0.162,0.036,4.031,0.335,24.882716049382715,111.97222222222223,0.2222222222222222,1,0.162,0.332,0.34,0.333,NA,c_f_hesperantha_baurii,1,4.031,1,1,1,1,0.036,no,NA,NA,367
DII0048,8,5,2800,east,senecio_glaberrimus,TS,4,2,10,NA,0.6646,0.0907,13.893,0.682,20.904303340355103,153.1753031973539,0.13647306650616914,1,0.6646,0.658,0.73,0.658,Leaf damaged. Has a hole [illustration],senecio_glaberrimus,1,13.893,1,1,1,1,0.0907,no,NA,NA,366
DKC6841,8,4,2600,east,helichrysum_krookii,TS,4,1,7.5,NA,1.091,0.0958,14.23,0.802,13.04307974335472,148.53862212943633,0.08780934922089825,1,1.091,0.839,0.765,NA,NA,helichrysum_krookii,1,14.23,1,1,1,1,0.0958,no,NA,NA,1531
DNV4909,6,2,NA,east,helichrysum_pilosellum,TS,3,1,7.5,NA,0.7517,0.129,25.714,0.305,34.207795663163495,199.33333333333331,0.1716110150325928,1,0.7517,0.303,0.294,0.318,Elevation missing from envelope,NA,1,25.714,1,1,1,1,0.129,no,NA,NA,1535
HIA2245,8,5,2800,west,helichrysum_nudifolium,TS,3,1,13.5,NA,0.5035,0.061,9.197,0.9246666666666666,18.266137040714995,150.77049180327867,0.12115193644488581,1,0.5035,1.002,0.89,0.882,NA,NA,1,9.197,1,1,1,1,0.061,no,NA,NA,1572
HIA2245,8,5,2800,west,helichrysum_nudifolium,TS,3,1,13.5,NA,0.5035,0.061,9.197,0.9246666666666666,18.266137040714995,150.77049180327867,0.12115193644488581,1,0.5035,1.002,0.89,0.882,NA,NA,1,9.197,1,1,1,1,0.061,no,NA,NA,1572
DJG4524,8,4,2600,east,dimorphotheca_jucunda,TS,4,1,11,NA,0.5007,0.0602,9.567,0.7613333333333333,19.107249850209705,158.92026578073092,0.12023167565408427,1,0.5007,0.835,0.706,0.743,NA,dimorphotheca_jucunda,1,9.567,1,1,1,1,0.0602,no,NA,NA,1538
DJG4524,8,4,2600,east,dimorphotheca_jucunda,TS,4,1,11,NA,0.5007,0.0602,9.567,0.7613333333333333,19.107249850209705,158.92026578073092,0.12023167565408427,1,0.5007,0.835,0.706,0.743,NA,dimorphotheca_jucunda,1,9.567,1,1,1,1,0.0602,no,NA,NA,1538
HFE0563,8,4,2600,west,berkheya_rhapontica,TS,1,1,4,NA,0.4785,0.054,7.465,1.0456666666666667,15.600835945663531,138.24074074074073,0.11285266457680251,1,0.4785,1.092,1.146,0.899,NA,NA,1,7.465,1,1,1,1,0.054,no,NA,NA,1540
DNO6339,6,2,NA,west,helichrysum_pilosellum,TS,2,1,5.5,NA,0.272,0.0592,8.586,0.7006666666666667,31.566176470588236,145.03378378378378,0.21764705882352942,1,0.272,0.73,0.832,0.54,NA,NA,1,8.586,1,1,1,1,0.0592,no,NA,NA,1543
DNO6339,6,2,NA,west,helichrysum_pilosellum,TS,2,1,5.5,NA,0.272,0.0592,8.586,0.7006666666666667,31.566176470588236,145.03378378378378,0.21764705882352942,1,0.272,0.73,0.832,0.54,NA,NA,1,8.586,1,1,1,1,0.0592,no,NA,NA,1543
DNH4173,6,2,2200,east,hypoxis_costata,TS,3,3,10,14,2.604,0.5952,NA,0.4666666666666667,NA,NA,0.22857142857142854,1,2.604,0.457,0.459,0.484,NA,NA,1,NA,1,1,1,1,0.5952,no,NA,NA,1545
DBM9719,8,4,2600,east,ficinia_cinnamomea,NA,2,3,22,NA,0.0423,0.0156,1.461,0.44566666666666666,34.53900709219859,93.65384615384616,0.3687943262411348,1,0.0423,0.513,0.52,0.304,Project missing from envelope; Hi trait wheel person! Thanks for getting me through the wheel. Have a nice day <3 Ficinia <- :),NA,1,1.461,1,1,1,1,0.0156,no,NA,NA,1573
DBM9719,8,4,2600,east,ficinia_cinnamomea,NA,2,3,22,NA,0.0423,0.0156,1.461,0.44566666666666666,34.53900709219859,93.65384615384616,0.3687943262411348,1,0.0423,0.513,0.52,0.304,Project missing from envelope; Hi trait wheel person! Thanks for getting me through the wheel. Have a nice day <3 Ficinia <- :),NA,1,1.461,1,1,1,1,0.0156,no,NA,NA,1573
HMT5770,8,5,2800,west,senecio_glaberrimus,TS,1,3,20,NA,0.7911,0.1044,21.644,0.434,27.359373024902034,207.3180076628352,0.13196814562002276,1,0.7911,0.422,0.44,0.44,NA,senecio_glaberrimus,1,21.644,1,1,1,1,0.1044,no,NA,NA,1437
DDY0804,8,4,2600,west,berkheya_rosulata,TS,3,3,2,NA,0.2277,0.0313,3.736,0.8586666666666667,16.407553798858146,119.36102236421725,0.13746157224418093,1,0.2277,0.784,0.891,0.901,Some leaf missing,NA,1,3.736,1,1,1,1,0.0313,no,NA,NA,1440
DDH6581,8,4,2600,west,berkheya_rhapontica,TS,3,2,0.5,NA,0.5507,0.1192,9.406,0.7926666666666667,17.080079898311244,78.90939597315436,0.21645178863264936,1,0.5507,0.808,0.795,0.775,NA,NA,1,9.406,1,1,1,1,0.1192,no,NA,NA,1442
DIY1295,8,4,2600,east,helichrysum_aureum,TS,3,1,4.2,NA,0.1465,0.026,4.659,0.345,31.802047781569968,179.19230769230768,0.17747440273037543,1,0.1465,0.318,0.373,0.344,NA,NA,1,4.659,1,1,1,1,0.026,no,NA,NA,1443
DIY1295,8,4,2600,east,helichrysum_aureum,TS,3,1,4.2,NA,0.1465,0.026,4.659,0.345,31.802047781569968,179.19230769230768,0.17747440273037543,1,0.1465,0.318,0.373,0.344,NA,NA,1,4.659,1,1,1,1,0.026,no,NA,NA,1443
DWW6421,8,4,2600,east,anthoxanthum_ecklonii,T,4,1,13,NA,0.1113,0.0287,5.866,0.20966666666666667,52.70440251572327,204.390243902439,0.2578616352201258,1,0.1113,0.205,0.212,0.212,NA,anthoxanthum_ecklonii,1,5.866,1,1,1,1,0.0287,no,NA,NA,1446
DIJ4674,8,5,2800,east,helichrysum_pallidum,TS,5,1,4,NA,0.1526,0.0218,5.089,0.4756666666666667,33.34862385321101,233.44036697247708,0.14285714285714285,1,0.1526,0.496,0.443,0.488,NA,NA,1,5.089,1,1,1,1,0.0218,no,NA,NA,1448
HUP4234,8,5,2800,east,cotula_hispida,T,4,1,2,NA,0.011675,0.0024,0.3945,0.38633333333333336,33.79014989293362,164.37500000000003,0.20556745182012848,4,0.0467,0.339,0.393,0.427,NA,NA,4,1.578,4,4,4,4,0.0096,no,NA,NA,1404
HTW9252,8,5,2800,east,harpochloa_falx,T,4,2,11.3,NA,0.1145,0.03035,3.227,0.3506666666666667,28.183406113537117,106.32619439868205,0.2650655021834061,2,0.229,0.291,0.375,0.386,NA,NA,3,6.454,2,2,2,2,0.0607,no,NA,NA,1400
IGS3557,8,4,2600,east,dimorphotheca_jucunda,T,1,1,12,NA,0.4541,0.0674,7.662,0.6966666666666667,16.872935476767232,113.67952522255193,0.14842545694780884,1,0.4541,0.735,0.669,0.686,NA,dimorphotheca_jucunda,2,7.662,1,1,1,16,0.0674,no,NA,NA,1401
IEB7803,8,4,2600,west,tenaxia_disticha,T,3,1,20,NA,0.03506666666666667,NA,0.6683333333333333,0.41400000000000003,19.05893536121673,NA,NA,3,0.1052,0.402,0.4,0.44,NA,tenaxia_disticha,3,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
IBH0185,8,4,2600,east,harpochloa_falx,T,1,2,7,16,0.1583,NA,5.454,0.31766666666666665,34.45356917245736,NA,NA,1,0.1583,0.255,0.34,0.358,NA,NA,1,5.454,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYS3586,8,5,2800,west,harpochloa_falx,T,1,1,7.8,NA,0.1157,NA,3.538,0.35,30.579083837510804,NA,NA,1,0.1157,0.364,0.316,0.37,NA,NA,1,3.538,NA,NA,NA,NA,NA,NA,NA,NA,NA
IBC3662,8,4,2600,west,oxalis_depressa,T,5,2,3,NA,0.0274,NA,0.831,0.25,30.32846715328467,NA,NA,1,0.0274,0.268,0.235,0.247,NA,NA,1,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJ6476,8,5,2800,east,erica_woodii,T,4,1,8.5,NA,1.6666666666666666e-4,8.666666666666667e-5,0.012199999999999999,0.12866666666666665,73.2,140.76923076923075,0.52,30,0.005,0.134,0.107,0.145,NA,NA,30,0.366,30,30,30,30,0.0026,no,NA,NA,1402
IDB5699,8,5,2800,east,eulalia_villosa,T,2,2,17.8,NA,0.04103333333333333,NA,2.9273333333333333,0.23233333333333334,71.34037367993501,NA,NA,3,0.1231,0.217,0.271,0.209,NA,NA,3,8.782,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICE5231,9,3,2400,west,c_f_hesperantha_baurii,T,1,1,14,NA,0.4523,NA,9.003,0.5393333333333333,19.904930355958435,NA,NA,1,0.4523,0.51,0.581,0.527,SiteID and elevation do not match,c_f_hesperantha_baurii,1,9.003,NA,NA,NA,NA,NA,NA,NA,NA,NA
HXZ0889,8,4,2600,west,ficinia_cinnamomea,T,2,1,18,NA,0.0381,NA,0.618,0.433,16.22047244094488,NA,NA,2,0.0762,0.384,0.446,0.469,NA,NA,2,1.236,NA,NA,NA,NA,NA,NA,NA,NA,NA
HVS6234,8,4,2600,west,tenaxia_disticha,T,2,3,18.1,NA,0.0462,NA,1.1553333333333333,0.4003333333333333,25.00721500721501,NA,NA,3,0.1386,0.421,0.475,0.305,NA,tenaxia_disticha,4,3.466,NA,NA,NA,NA,NA,NA,NA,NA,NA
HVV3175,8,4,2600,west,harpochloa_falx,T,5,2,13.6,NA,0.1071,NA,3.649,0.3423333333333333,34.07096171802054,NA,NA,1,0.1071,0.345,0.352,0.33,NA,NA,1,3.649,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYE0063,9,3,2400,east,wahlenbergia_krebsii,T,3,2,13.2,NA,0.03333333333333333,NA,1.7423333333333335,0.238,52.27,NA,NA,3,0.1,0.192,0.24,0.282,NA,NA,3,5.227,NA,NA,NA,NA,NA,NA,NA,NA,NA
CVZ9323,8,5,2800,west,berkheya_rhapontica,T,5,1,1.5,NA,0.3927,NA,7.683,0.73,19.564553093964857,NA,NA,1,0.3927,0.681,0.719,0.79,NA,NA,1,7.683,NA,NA,NA,NA,NA,NA,NA,NA,NA
HVP5279,8,4,2600,west,rhodohypoxis_baurii,T,2,3,4.4,NA,0.0449,0.009,1.554,0.375,34.61024498886414,172.66666666666669,0.20044543429844094,1,0.0449,0.371,0.359,0.395,NA,NA,1,1.554,1,1,1,1,0.009,no,NA,NA,1055
IEG1101,8,5,2800,west,bulbostylis_oritrephes,T,2,1,23.5,19,0.0039,0.0012,0.131,0.20700000000000002,33.58974358974359,109.16666666666669,0.30769230769230765,1,0.0039,0.171,0.222,0.228,NA,bulbostylis_oritrephes,1,0.131,1,1,1,1,0.0012,no,NA,NA,945
HXO6334,8,5,2800,east,carex_zuluensis,T,2,2,11.5,NA,0.0349,NA,1.757,0.18466666666666667,50.343839541547275,NA,NA,1,0.0349,0.17,0.195,0.189,NA,NA,1,1.757,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICO6529,8,5,2800,west,helichrysum_dasycephalum,T,4,1,10.2,NA,0.00736,NA,0.26739999999999997,0.16,36.33152173913043,NA,NA,10,0.0736,0.168,0.152,NA,Third thickness missing,helichrysum_dasycephalum,12,2.674,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDJ7167,8,4,2600,west,merxmuellera_drakensbergensis,T,2,2,25.9,NA,0.1015,NA,2.154,0.5026666666666667,21.22167487684729,NA,NA,1,0.1015,0.472,0.514,0.522,NA,NA,1,2.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRK3403,9,3,2400,east,oxalis_obliquifolia,T,3,1,7,NA,0.0571,NA,2.549,0.19566666666666668,44.640980735551665,NA,NA,1,0.0571,0.195,0.199,0.193,NA,NA,1,2.549,NA,NA,NA,NA,NA,NA,NA,NA,NA
ITN3395,9,3,2400,west,rhodohypoxis_baurii,T,4,3,4,5,0.038233333333333334,0.0029,1.1326666666666667,0.3426666666666667,29.62510897994769,390.5747126436782,0.07585004359197907,3,0.1147,0.328,0.359,0.341,NA,NA,3,3.398,3,3,2,2,0.0087,no,NA,NA,1511
GID1314,9,3,2400,west,crassula_vaginata,TS,2,1,2.9,NA,0.2682,0.0287,3.988,0.8213333333333334,14.869500372856077,138.9547038327526,0.1070096942580164,1,0.2682,0.698,0.89,0.876,NA,NA,2,3.988,1,1,1,1,0.0287,no,NA,NA,1516
HMA0267,9,5,2800,west,senecio_glaberrimus,TSP,0,NA,NA,NA,0.9616,0.1403,22.58,0.5226666666666667,23.48169717138103,160.94084105488238,0.1459026622296173,1,0.9616,0.545,0.52,0.503,NA,senecio_glaberrimus,2,22.58,1,1,1,1,0.1403,no,NA,NA,1533
IVK1063,9,3,2400,west,senecio_discodregeanus,T,3,2,18,NA,0.4719,0.0719,NA,0.596,NA,NA,0.1523627887264251,1,0.4719,0.598,0.621,0.569,Project missing from envelope; scanned box not ticked,NA,NA,NA,1,1,1,1,0.0719,no,NA,NA,1536
ITY7006,9,3,2400,east,ficinia_cinnamomea,T,5,1,33,32,0.07943333333333334,0.028566666666666667,2.749333333333333,0.5366666666666667,34.61183382291229,96.24270711785296,0.3596307175828787,3,0.2383,0.539,0.528,0.543,NA,NA,3,8.248,3,3,3,3,0.0857,no,NA,NA,1542
ISH7119,9,3,2400,east,monsonia_attenuata,T,2,2,9,NA,0.0315,0.0082,1.461,0.199,46.38095238095238,178.17073170731706,0.26031746031746034,2,0.063,0.204,0.197,0.196,NA,NA,4,2.922,2,2,2,2,0.0164,no,NA,NA,1541
IPW1164,9,3,2400,west,sporobolus_centrifugus,T,3,1,14.5,31.6,0.020266666666666665,0.012499999999999999,0.47433333333333333,0.316,23.404605263157897,37.94666666666667,0.6167763157894737,3,0.0608,0.335,0.291,0.322,NA,NA,6,1.423,3,3,3,3,0.0375,no,NA,NA,986
IQE4193,9,3,2400,west,sporobolus_centrifugus,T,1,2,15,19,0.023866666666666665,0.010466666666666666,0.8186666666666667,0.514,34.30167597765363,78.21656050955414,0.43854748603351956,6,0.1432,0.443,0.568,0.531,NA,NA,6,4.912,6,6,6,6,0.0628,no,NA,NA,988
ISL4948,9,3,2400,west,eragrostis_capensis,T,3,3,10,27.4,0.053,0.0232,1.524,0.33066666666666666,28.754716981132077,65.6896551724138,0.43773584905660373,1,0.053,0.266,0.303,0.423,NA,NA,1,1.524,1,1,1,1,0.0232,no,NA,NA,1017
IRD3427,9,3,2400,east,moraea_alticola,T,2,1,28,NA,2.0926,0.7234,33.216,0.7306666666666667,15.87307655548122,45.91650539120818,0.3456943515244194,1,2.0926,0.824,0.609,0.759,1 leaf cut into 4 pieces,NA,4,33.216,1,4,1,4,0.7234,no,NA,NA,1016
IQN1517,9,3,2400,east,agapanthus_campanulatus,T,2,2,16,NA,0.4642,0.0702,7.222,0.328,15.557949159844895,102.87749287749288,0.15122791900043084,1,0.4642,0.312,0.352,0.32,NA,agapanthus_campanulatus,1,7.222,1,1,1,1,0.0702,no,NA,NA,1013
GEY9428,10,1,2000,east,senecio_glaberrimus,TS,0,NA,23,43,0.7669,0.168,16.826,0.551,21.94027904550789,100.1547619047619,0.2190637632025036,1,0.7669,0.552,0.562,0.539,NA,senecio_glaberrimus,1,16.826,1,1,1,1,0.168,no,NA,NA,985
IPT6500,9,3,2400,east,monsonia_attenuata,T,2,1,17,NA,0.0618,NA,2.491,0.2833333333333333,40.307443365695796,NA,NA,2,0.1236,0.3,0.299,0.251,NA,NA,3,4.982,NA,NA,NA,NA,NA,NA,NA,NA,NA
IVL2384,9,3,2400,east,helichrysum_dasycephalum,T,1,2,16,16.5,0.002118181818181818,NA,0.15145454545454545,0.18033333333333332,71.50214592274678,NA,NA,11,0.0233,0.186,0.151,0.204,PlantID missing,helichrysum_dasycephalum,11,1.666,NA,NA,NA,NA,NA,NA,NA,NA,NA
IUC0230,9,3,2400,east,ficinia_cinnamomea,T,2,1,32,28,0.051383333333333336,NA,1.781,0.5013333333333333,34.661044437236455,NA,NA,6,0.3083,0.532,0.501,0.471,3 leaves cut into 6 pieces,NA,7,10.686,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQF6013,9,3,2400,west,ficinia_cinnamomea,T,3,3,15.6,16.5,0.024333333333333332,NA,0.9359999999999999,0.429,38.465753424657535,NA,NA,3,0.073,0.418,0.47,0.399,NA,NA,4,2.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
IWA0221,8,5,2800,east,rhodohypoxis_baurii,T,4,1,8.5,11.5,0.045325,NA,1.88475,0.29000000000000004,41.58301158301158,NA,NA,4,0.1813,0.326,0.276,0.268,NA,NA,4,7.539,NA,NA,NA,NA,NA,NA,NA,NA,NA
IPO3027,9,3,2400,west,moraea_inclinata,T,1,1,10,NA,0.2749,NA,5.74,0.5916666666666667,20.88032011640597,NA,NA,1,0.2749,0.639,0.591,0.545,NA,NA,1,5.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQB7113,9,3,2400,west,eragrostis_capensis,T,4,2,4,17,0.0195,0.00695,1.1495,0.182,58.94871794871795,165.3956834532374,0.35641025641025637,2,0.039,0.183,0.175,0.188,NA,NA,2,2.299,2,2,2,2,0.0139,no,NA,NA,401
IUK1899,9,3,2400,east,senecio_tall,T,5,2,29,NA,0.41665,0.0631,8.657,0.539,20.777631105244208,137.19492868462757,0.15144605784231369,2,0.8333,0.546,0.539,0.532,NA,NA,2,17.314,2,2,2,3,0.1262,no,NA,NA,907
IOF7531,9,3,2400,west,oxalis_depressa,T,3,1,1,NA,0.017033333333333334,0.0019,0.38199999999999995,0.27666666666666667,22.426614481408997,201.05263157894734,0.11154598825831702,3,0.0511,0.283,0.298,0.249,NA,NA,4,1.146,3,3,3,3,0.0057,no,NA,NA,839
GFG4723,10,1,2000,east,senecio_glaberrimus,TS,0,NA,25,27,0.8764,0.1964,20.343,0.6196666666666667,23.212003651300776,103.57942973523421,0.22409858512094935,1,0.8764,0.638,0.611,0.61,NA,senecio_glaberrimus,1,20.343,1,1,1,1,0.1964,no,NA,NA,838
GEQ5015,10,1,2000,east,senecio_glaberrimus,TS,0,NA,27,41,0.9363,0.2003,22.205,0.5676666666666667,23.715689415785537,110.85871193210184,0.2139271600982591,1,0.9363,0.557,0.583,0.563,NA,senecio_glaberrimus,1,22.205,1,1,1,1,0.2003,no,NA,NA,836
IUX3982,9,3,2400,west,monsonia_attenuata,T,4,1,4,NA,0.00412,0.0012200000000000002,0.20400000000000001,0.25333333333333335,49.51456310679612,167.21311475409834,0.29611650485436897,5,0.0206,0.242,0.238,0.28,NA,NA,5,1.02,5,5,5,5,0.0061,no,NA,NA,883
IID6178,8,5,2800,east,themeda_triandra,T,2,3,27,NA,0.0198,0.00698,1.5894,0.11133333333333334,80.27272727272727,227.7077363896848,0.3525252525252525,5,0.099,0.114,0.13,0.09,NA,NA,5,7.947,5,5,5,5,0.0349,no,NA,NA,1019
GIC2726,9,3,2400,east,helichrysum_nudifolium,TS,2,1,15,NA,1.507,0.3271,37.236,0.48933333333333334,24.708692767086927,113.8367471721186,0.21705374917053752,1,1.507,0.449,0.568,0.451,Cut for scanning,NA,7,37.236,1,2,1,2,0.3271,no,NA,NA,1018
HTY9299,8,5,2800,east,senecio_glaberrimus,T,5,1,5,NA,0.1275,0.0209,3.679,0.5406666666666667,28.85490196078431,176.0287081339713,0.16392156862745097,1,0.1275,0.536,0.538,0.548,Leaf is a bit damaged,senecio_glaberrimus,1,3.679,1,1,1,1,0.0209,no,leaf is a bit damaged,NA,1015
IQX4741,9,3,2400,east,athrixia_needle,T,4,2,40,NA,0.0031875,9.375e-4,0.123375,0.272,38.70588235294118,131.6,0.29411764705882354,8,0.0255,0.285,0.299,0.232,NA,athrixia_needle,8,0.987,8,8,8,8,0.0075,no,NA,NA,1000
IIS0182,9,3,2400,west,heteropogon_contortus,T,4,1,12,NA,0.01804,0.00556,1.0322,0.2836666666666667,57.21729490022173,185.6474820143885,0.30820399113082037,5,0.0902,0.364,0.261,0.226,NA,NA,5,5.161,5,5,5,5,0.0278,no,NA,NA,1007
IQI3785,9,3,2400,west,ficinia_cinnamomea,T,3,1,17.5,18,0.028860000000000004,0.01116,1.026,0.4186666666666667,35.55093555093555,91.93548387096774,0.38669438669438666,5,0.1443,0.371,0.432,0.453,NA,NA,5,5.13,5,5,5,5,0.0558,no,NA,NA,1011
IIN7010,9,3,2400,east,albuca_fastigiata,T,3,1,16,NA,1.6235,0.1783,24.769,0.8393333333333333,15.2565445026178,138.91755468311834,0.10982445334154604,1,1.6235,0.854,0.851,0.813,NA,NA,1,24.769,1,1,1,1,0.1783,no,NA,NA,1012
GEW4222,10,1,2000,west,senecio_glaberrimus,TS,0,NA,12.5,24.8,0.3273,0.0766,8.547,0.42,26.113657195233735,111.57963446475196,0.23403605255117632,1,0.3273,0.406,0.419,0.435,NA,senecio_glaberrimus,1,8.547,1,1,1,1,0.0766,no,NA,NA,173
IRR8128,9,3,2400,east,ficinia_cinnamomea,T,5,3,38,NA,0.144,0.0514,4.119,0.4256666666666667,28.604166666666668,80.13618677042801,0.35694444444444445,2,0.288,0.395,0.466,0.416,2 leaves cut into 4 pieces,NA,5,8.238,2,8,2,8,0.1028,yes,NA,NA,841
IQM4140,9,3,2400,west,heteropogon_contortus,T,3,2,8.7,NA,0.013366666666666666,0.0043,0.5496666666666666,0.186,41.12219451371571,127.82945736434108,0.32169576059850374,3,0.0401,0.157,0.168,0.233,NA,NA,3,1.649,3,3,3,3,0.0129,no,NA,NA,844
IQR8125,9,3,2400,east,anthoxanthum_ecklonii,T,2,1,16,NA,0.07595,0.027,4.6695,0.18966666666666665,61.48123765635286,172.94444444444446,0.35549703752468725,2,0.1519,0.177,0.246,0.146,NA,anthoxanthum_ecklonii,3,9.339,2,2,2,2,0.054,no,NA,NA,183
IJS2246,8,5,2800,east,cheilanthes_eckloniana,T,4,1,9,NA,0.2319,NA,11.351,0.23033333333333333,48.94782233721432,NA,NA,1,0.2319,0.29,0.19,0.211,NA,NA,3,11.351,NA,NA,NA,NA,NA,NA,NA,NA,NA
IPM2016,9,3,2400,east,themeda_triandra,T,4,3,27,20,0.05545,NA,4.806,0.11566666666666667,86.6726780883679,NA,NA,2,0.1109,0.118,0.12,0.109,NA,NA,2,9.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQH5695,9,3,2400,west,sporobolus_centrifugus,T,3,3,13,37,0.0299,NA,0.92,0.4886666666666667,30.76923076923077,NA,NA,4,0.1196,0.445,0.493,0.528,NA,NA,6,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGT9248,9,3,2400,east,senecio_glaberrimus,TS,2,2,12,NA,0.3855,NA,9.56,0.43166666666666664,24.798962386511025,NA,NA,1,0.3855,0.441,0.429,0.425,NA,senecio_glaberrimus,1,9.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
IKY8562,9,3,2400,west,kniphofia_porphyrantha,T,3,1,13.6,NA,0.3308,NA,6.689,0.38833333333333336,20.22067714631197,NA,NA,1,0.3308,0.39,0.383,0.392,NA,NA,1,6.689,NA,NA,NA,NA,NA,NA,NA,NA,NA
IIP4465,9,3,2400,west,monsonia_attenuata,T,5,2,4.3,NA,0.015933333333333334,NA,0.7896666666666667,0.18233333333333335,49.56066945606695,NA,NA,3,0.0478,0.164,0.197,0.186,NA,NA,3,2.369,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGZ5782,9,3,2400,west,helichrysum_ecklonis,TS,3,2,6.4,6.3,0.3728,NA,5.457,0.7253333333333334,14.637875536480685,NA,NA,1,0.3728,0.72,0.671,0.785,NA,NA,3,5.457,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIM3565,9,3,2400,east,eucomis_autumnalis,TS,3,2,14,NA,NA,NA,NA,1.021,NA,NA,NA,1,NA,1.021,1.009,1.033,NA,eucomis_autumnalis,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GII3041,9,3,2400,west,satyrium_longicauda,TS,3,1,1,NA,0.6313,NA,6.357,1.3443333333333334,10.069697449706954,NA,NA,1,0.6313,1.626,1.143,1.264,NA,NA,1,6.357,NA,NA,NA,NA,NA,NA,NA,NA,NA
HTQ3292,8,5,2800,east,themeda_triandra,T,2,1,21.2,NA,0.03696666666666667,NA,2.8569999999999998,0.10433333333333333,77.28584310189359,NA,NA,3,0.1109,0.103,0.108,0.102,NA,NA,4,8.571,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHY4010,9,3,2400,east,helichrysum_pallidum,TS,3,1,12,NA,3.48,NA,NA,1.282,NA,NA,NA,1,3.48,1.322,0.833,1.691,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOS4102,8,5,2800,east,eulalia_villosa,T,5,1,18,NA,0.030699999999999998,NA,2.2538,0.13333333333333333,73.41368078175897,NA,NA,5,0.1535,0.134,0.134,0.132,NA,NA,5,11.269,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUV5052,8,5,2800,east,helichrysum_dasycephalum,T,1,2,17,13,0.004275,NA,0.114125,0.3433333333333333,26.695906432748536,NA,NA,8,0.0342,0.338,0.33,0.362,NA,helichrysum_dasycephalum,8,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA
IJC4169,8,5,2800,east,oxalis_depressa,T,2,2,9.7,NA,0.03575,NA,0.899,0.25833333333333336,25.14685314685315,NA,NA,2,0.0715,0.245,0.262,0.268,NA,NA,2,1.798,NA,NA,NA,NA,NA,NA,NA,NA,NA
HVC5733,8,5,2800,east,carex_zuluensis,T,4,1,7.5,NA,0.01175,NA,0.9695,0.226,82.51063829787235,NA,NA,2,0.0235,0.272,0.229,0.177,NA,NA,2,1.939,NA,NA,NA,NA,NA,NA,NA,NA,NA
HTR4130,8,5,2800,east,eulalia_villosa,T,1,1,22,NA,0.22675,NA,NA,0.159,NA,NA,NA,2,0.4535,0.158,0.168,0.151,Bulk number = 2 (+ 1 cut for scanning),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUW9936,8,5,2800,east,indigofera_sp,T,1,1,5,NA,0.0508,NA,3.0895,0.295,60.816929133858274,NA,NA,2,0.1016,0.213,0.369,0.303,NA,NA,2,6.179,NA,NA,NA,NA,NA,NA,NA,NA,NA
IBR3599,8,5,2800,east,festuca_costata,T,2,3,13.5,NA,0.0655,NA,4.096,0.18466666666666667,62.534351145038165,NA,NA,1,0.0655,0.187,0.172,0.195,NA,NA,1,4.096,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUA1435,8,5,2800,east,ficinia_cinnamomea,T,4,2,25.6,NA,0.0643,NA,2.23,0.42033333333333334,34.68118195956454,NA,NA,1,0.0643,0.472,0.442,0.347,NA,NA,1,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSE4132,8,4,2600,east,berkheya_rosulata,T,2,1,50,41,0.1059,0.0283,2.822,0.4136666666666667,26.647780925401324,99.71731448763252,0.267233238904627,2,0.2118,0.364,0.431,0.446,Plant ID not on envelope,NA,2,5.644,2,2,2,2,0.0566,no,NA,NA,812
