"","id","day_not_date","site_id","elevation_m_asl","aspect","species","project","plot_id","plant_id","veg_height_cm","rep_height_cm","wet_mass_g","dry_mass_g","leaf_area_cm2","leaf_thickness_mm","wet_sla_cm2_g","sla_cm2_g","ldmc","bulk_nr","wet_mass_total_g","leaf_thickness_1_mm","leaf_thickness_2_mm","leaf_thickness_3_mm","remark","new_species","n","leaf_area_total_cm2","wet_bulk_nr","wet_nr_pieces","dry_bulk_nr","dry_nr_pieces","dry_mass_total_g","check_scan","remarks","orchids","nr"
"2853","INK1164",9,3,2400,"west","senecio_discodregeanus","T",2,2,8,NA,0.2515,NA,4.88,0.534,19.403578528827,NA,NA,1,0.2515,0.551,0.526,0.525,NA,NA,1,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854","JAK6989",9,3,2400,"west","ficinia_cinnamomea","T",3,2,18,13,0.0819,NA,2.34533333333333,0.617333333333333,28.6365486365486,NA,NA,3,0.2457,0.593,0.635,0.624,NA,NA,3,7.036,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855","GHS6254",10,1,2000,"west","senecio_glaberrimus","TS",0,NA,10,NA,0.5548,NA,10.838,0.6,19.534967555876,NA,NA,1,0.5548,0.636,0.538,0.626,NA,"senecio_glaberrimus",1,10.838,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856","ISY4414",9,3,2400,"east","ficinia_cinnamomea","T",1,3,39,NA,0.152666666666667,NA,3.44866666666667,0.511,22.589519650655,NA,NA,3,0.458,0.486,0.545,0.502,NA,NA,8,10.346,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857","GFL1316",10,1,2000,"west","senecio_glaberrimus","TS",0,NA,17,NA,0.6986,NA,13.277,0.589333333333333,19.0051531634698,NA,NA,1,0.6986,0.569,0.597,0.602,NA,"senecio_glaberrimus",1,13.277,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858","IWR1966",9,3,2400,"west","koeleria_capensis","T",3,2,13,NA,0.0308,NA,1.0465,0.543,33.9772727272727,NA,NA,2,0.0616,0.608,0.588,0.433,NA,NA,2,2.093,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859","ISP1258",9,3,2400,"west","craterocapsa_tarsodes","T",3,1,1.5,NA,0.00616,NA,0.2174,0.269333333333333,35.2922077922078,NA,NA,10,0.0616,0.241,0.29,0.277,NA,NA,10,2.174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860","GHK3792",9,3,2400,"east","senecio_glaberrimus","TS",4,1,17,NA,0.332,NA,10.677,0.397666666666667,32.1596385542169,NA,NA,1,0.332,0.43,0.379,0.384,NA,"senecio_glaberrimus",1,10.677,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861","IEP3110",9,3,2400,"east","helichrysum_pallidum","TS",2,2,16.5,NA,1.4246,NA,28.686,0.574,20.1361785764425,NA,NA,1,1.4246,0.591,0.496,0.635,"herbivory",NA,3,28.686,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2862","DVT4172",8,4,2600,"east","alepidea_setifera","T",4,1,4,NA,0.1048,NA,2.994,0.372333333333333,28.5687022900763,NA,NA,1,0.1048,0.314,0.411,0.392,NA,"alepidea_setifera",1,2.994,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863","DVT4172",8,4,2600,"east","alepidea_setifera","T",4,1,4,NA,0.1048,NA,2.994,0.372333333333333,28.5687022900763,NA,NA,1,0.1048,0.314,0.411,0.392,NA,"alepidea_setifera",1,2.994,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864","HIR2718",8,2,2200,"east","senecio_glaberrimus","TSP",0,NA,NA,NA,0.7955,NA,16.278,0.591666666666667,20.4626021370207,NA,NA,1,0.7955,0.582,0.628,0.565,"leaf in 3 pieces","senecio_glaberrimus",3,16.278,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865","IPJ3577",8,5,2800,"east","anthospermum_streyi","T",5,2,2,NA,0.00039,NA,0.0162,0.130666666666667,41.5384615384615,NA,NA,10,0.0039,0.119,0.12,0.153,NA,"anthospermum_streyi",10,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866","ISK4969",8,5,2800,"east","harpochloa_falx","T",5,1,13,NA,0.10006,NA,5.0362,0.211666666666667,50.3318009194483,NA,NA,5,0.5003,0.158,0.142,0.335,NA,NA,5,25.181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867","HUK4641",8,5,2800,"east","lotononis_lotononoides","T",5,2,22,NA,0.00963333333333333,NA,0.361,0.296333333333333,37.4740484429066,NA,NA,3,0.0289,0.281,0.25,0.358,"project was not marked, T assumed","lotononis_lotononoides",3,1.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868","HMZ8043",9,5,2800,"west","senecio_glaberrimus","TSP",0,NA,NA,NA,1.1354,NA,21.947,0.578333333333333,19.3297516293817,NA,NA,1,1.1354,0.603,0.585,0.547,NA,"senecio_glaberrimus",1,21.947,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869","GKK1263",13,3,2400,"west","senecio_tall","TSP",0,NA,NA,NA,0.561,NA,13.139,0.530666666666667,23.4206773618538,NA,NA,1,0.561,0.523,0.554,0.515,"1 leaf in 3 pieces. cut out AAF5803",NA,3,13.139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870","GKS3667",13,3,2400,"west","senecio_tall","TSP",0,NA,NA,NA,0.8357,NA,17.252,0.521666666666667,20.6437716884049,NA,NA,1,0.8357,0.508,0.618,0.439,"1 leaf in 2 pieces. cutout AAD0797",NA,3,17.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871","IOC3622",9,3,2400,"west","senecio_discodregeanus","T",4,3,10,NA,0.3772,NA,6.666,0.619333333333333,17.6723223753977,NA,NA,1,0.3772,0.597,0.616,0.645,NA,NA,1,6.666,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872","HKG4513",10,5,2800,"east","senecio_glaberrimus","TSP",0,NA,NA,NA,1.5854,NA,34.15,0.537666666666667,21.5403052857323,NA,NA,1,1.5854,0.558,0.557,0.498,"cut into 2 pieces","senecio_glaberrimus",3,34.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873","IRF4497",9,3,2400,"west","koeleria_capensis","T",4,2,19,34,0.0561333333333333,NA,1.80366666666667,0.483,32.1318289786223,NA,NA,3,0.1684,0.455,0.493,0.501,"cut into 6 pieces",NA,8,5.411,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874","GHF9913",9,3,2400,"west","aster_perfoliatus","TS",5,2,18,23,0.2658,NA,7.172,0.473,26.9826937547028,NA,NA,1,0.2658,0.436,0.482,0.501,NA,NA,1,7.172,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875","IKK1499",9,3,2400,"west","eragrostis_racemosa","T",4,2,4.5,12,0.0083,NA,0.55275,0.159,66.5963855421687,NA,NA,4,0.0332,0.177,0.133,0.167,NA,NA,4,2.211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876","IQO6582",9,3,2400,"west","sporobolus_centrifugus",NA,1,1,17,30,0.02248,NA,0.8632,0.375666666666667,38.3985765124555,NA,NA,5,0.1124,0.39,0.333,0.404,NA,NA,6,4.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877","GJG0035",9,3,2400,"east","eucomis_cf_humilis","TS",2,2,19,NA,8.4232,NA,NA,0.673333333333333,NA,NA,NA,1,8.4232,0.71,0.574,0.736,"cut into 2 pieces","eucomis_cf_humilis",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878","GDQ5190",11,2,2200,"east","senecio_glaberrimus","TS",0,NA,13,37,1.0638,NA,20.513,0.588666666666667,19.2827599172777,NA,NA,1,1.0638,0.605,0.588,0.573,NA,"senecio_glaberrimus",1,20.513,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879","GFS6468",9,3,2400,"west","helichrysum_pilosellum","TS",3,3,2,33,0.5241,NA,7.795,1.001,14.8731158175921,NA,NA,1,0.5241,0.982,0.955,1.066,"missing plot ID",NA,1,7.795,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880","HZM4268",9,3,2400,"east","senecio_erubescens","TS",3,2,12.2,NA,1.3714,NA,16.197,0.645333333333333,11.8105585533032,NA,NA,1,1.3714,0.681,0.631,0.624,NA,NA,1,16.197,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881","IUD0856",9,3,2400,"east","elionurus_muticus","T",1,1,23,NA,0.0232,NA,1.1626,0.228666666666667,50.1120689655172,NA,NA,5,0.116,0.237,0.237,0.212,"cut into 9 pieces",NA,9,5.813,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882","IRZ9337",9,3,2400,"east","themeda_triandra","T",2,1,22,19,0.0485,NA,3.877,0.110666666666667,79.9381443298969,NA,NA,2,0.097,0.121,0.097,0.114,"no plant ID",NA,2,7.754,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883","HLN7829",11,3,2400,"west","senecio_glaberrimus","TSP",NA,NA,NA,NA,0.9728,NA,19.199,0.573,19.7358141447368,NA,NA,1,0.9728,0.57,0.576,0.573,"1 leaf cut into 3 pieces","senecio_glaberrimus",3,19.199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884","HLH7627",11,3,2400,"west","helichrysum_ecklonis","TSP",NA,NA,NA,NA,0.587,NA,11.166,0.777,19.0221465076661,NA,NA,1,0.587,0.753,0.773,0.805,"1 leaf cut into 3 pieces",NA,3,11.166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885","IYX6633",9,NA,NA,NA,"ficinia_cinnamomea",NA,NA,NA,24,NA,0.0504571428571429,NA,1.59357142857143,0.281,31.5826727066818,NA,NA,7,0.3532,0.282,0.271,0.29,"Unlabeled, check later",NA,7,11.155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","GLE2259",13,4,2600,"east","helichrysum_pilosellum","TSP",0,NA,NA,NA,1.0469,NA,21.151,0.881333333333333,20.2034578278728,NA,NA,1,1.0469,0.882,0.788,0.974,NA,NA,1,21.151,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887","JDB2125",9,3,2400,"east","lotononis_lotononoides","T",5,1,9,NA,0.0186666666666667,NA,0.579333333333333,0.225,31.0357142857143,NA,NA,3,0.056,0.283,0.268,0.124,NA,"lotononis_lotononoides",6,1.738,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888","GLA4999",13,4,2600,"east","helichrysum_pilosellum","TSP",0,NA,NA,NA,0.7476,NA,NA,0.380666666666667,NA,NA,NA,1,0.7476,0.356,0.435,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889","ITS7233",13,3,2400,"west","helichrysum_ecklonis","TSP",NA,NA,NA,NA,0.6399,NA,NA,0.778666666666667,NA,NA,NA,1,0.6399,0.763,0.722,0.851,"one leaf cut into 3 pieces. cutout AAB1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890","GKO6816",13,3,2400,"west","senecio_tall","TSP",0,NA,NA,NA,0.3945,NA,NA,0.542333333333333,NA,NA,NA,1,0.3945,0.648,0.495,0.484,"1 leaf cut into three pieces. cutout AAG5074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891","IWE8894",8,5,2800,"east","rhodohypoxis_baurii","T",4,2,4.2,8,0.04775,NA,1.616,0.365666666666667,33.8429319371728,NA,NA,2,0.0955,0.454,0.324,0.319,NA,NA,2,3.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892","ITF4037",9,3,2400,"west","sporobolus_centrifugus","T",1,3,12,15,0.0375666666666667,NA,0.931333333333333,0.596333333333333,24.7914818101154,NA,NA,3,0.1127,0.559,0.597,0.633,NA,NA,3,2.794,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893","IVF3113",9,3,2400,"west","lotononis_lotononoides","T",NA,1,19,NA,0.03078,NA,1.0008,0.435666666666667,32.5146198830409,NA,NA,5,0.1539,0.633,0.33,0.344,"compound leaf dessicated for scanning, plotID missing","lotononis_lotononoides",18,5.004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894","GHB6302",9,3,2400,"west","helichrysum_pilosellum","TS",3,2,5.5,NA,0.4026,NA,7.457,1.00033333333333,18.5221063089916,NA,NA,1,0.4026,1.001,1.148,0.852,NA,NA,2,7.457,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895","IVM2265",9,3,2400,"east","oxalis_obliquifolia","T",2,3,16,NA,0.1038,NA,4.45,0.261,42.8709055876686,NA,NA,1,0.1038,0.252,0.278,0.253,NA,NA,1,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896","DEL8615",9,3,2400,"west","senecio_glaberrimus","TS",5,2,12.5,30.5,0.6477,NA,13.406,0.583,20.6978539447275,NA,NA,1,0.6477,0.577,0.603,0.569,NA,"senecio_glaberrimus",1,13.406,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897","DEK6929",9,3,2400,"west","helichrysum_pilosellum","TS",4,3,2.5,NA,0.2424,NA,4.772,0.786333333333333,19.6864686468647,NA,NA,1,0.2424,0.785,0.838,0.736,NA,NA,1,4.772,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898","HWG2202",6,3,2400,"west","helichrysum_ecklonis","TS",3,3,2,NA,0.3073,NA,4.266,0.899,13.8821998047511,NA,NA,1,0.3073,0.931,0.842,0.924,NA,NA,1,4.266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899","IVA0454",9,3,2400,"west","lotononis_lotononoides","T",3,3,17,NA,0.0687666666666667,NA,2.32233333333333,0.372333333333333,33.771206980126,NA,NA,3,0.2063,0.388,0.356,0.373,NA,"lotononis_lotononoides",5,6.967,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900","IJB4467",9,3,2400,"west","koeleria_capensis","T",4,3,17,34,0.0553666666666667,NA,1.30733333333333,0.417,23.6122817579771,NA,NA,3,0.1661,0.463,0.371,0.417,NA,NA,3,3.922,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901","IWH3973",9,3,2400,"west","eragrostis_racemosa","T",3,1,7,16,0.0176333333333333,NA,1.21866666666667,0.158666666666667,69.1115311909263,NA,NA,3,0.0529,0.175,0.155,0.146,NA,NA,4,3.656,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902","DEI0791",9,3,2400,"west","helichrysum_ecklonis","TS",1,3,3,NA,0.3022,NA,5.111,0.860666666666667,16.9126406353408,NA,NA,1,0.3022,0.824,0.866,0.892,NA,NA,1,5.111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903","HWW2994",9,3,2400,"west","helichrysum_ecklonis","TS",3,1,3,NA,0.5491,NA,5.983,1.03866666666667,10.8960116554362,NA,NA,1,0.5491,1.054,1.034,1.028,NA,NA,1,5.983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904","IOH4975",9,3,2400,"west","lotononis_lotononoides","T",4,1,13,NA,0.0257666666666667,NA,0.874333333333333,0.39,33.9327296248383,NA,NA,3,0.0773,0.394,0.382,0.394,NA,"lotononis_lotononoides",4,2.623,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905","IVR1056",8,5,2800,"east","stiburus_alopecuroides","T",4,1,NA,17,0.0144,NA,0.8732,0.17,60.6388888888889,NA,NA,5,0.072,0.137,0.253,0.12,NA,NA,5,4.366,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906","DEJ4617",NA,3,2400,"west","helichrysum_pilosellum","TS",4,1,4,NA,0.6336,NA,11.607,0.972,18.3191287878788,NA,NA,1,0.6336,1.047,0.967,0.902,"day missing, was together with a lot of samples from site 3 and day 9",NA,3,11.607,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907","IJN6411",9,3,2400,"west","eragrostis_capensis","T",5,3,9.5,16.6,0.0257,NA,1.4875,0.185333333333333,57.8793774319066,NA,NA,2,0.0514,0.198,0.2,0.158,NA,NA,2,2.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908","IIZ6311",9,3,2400,"west","helichrysum_adenocarpum","T",1,1,0.5,NA,0.0792,NA,1.585,0.631,20.0126262626263,NA,NA,2,0.1584,0.707,0.58,0.606,NA,NA,3,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909","IQG6978",9,3,2400,"west","eragrostis_racemosa","T",1,2,5,11.5,0.118666666666667,NA,0.772333333333333,0.169,6.50842696629214,NA,NA,3,0.356,0.17,0.166,0.171,NA,NA,3,2.317,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910","IKQ9771",9,3,2400,"west","tristachya_leucothrix","T",2,3,12,27,0.07945,NA,3.4975,0.148,44.0213971050975,NA,NA,2,0.1589,0.15,0.175,0.119,NA,NA,2,6.995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911","IRJ9714",9,3,2400,"east","kniphofia_porphyrantha","T",2,1,20,NA,0.30385,NA,5.2245,0.374666666666667,17.1943393121606,NA,NA,2,0.6077,0.36,0.39,0.374,NA,NA,1,10.449,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912","IOK1090",9,3,2400,"east","monsonia_attenuata","T",3,1,21,17.8,0.0588,NA,2.033,0.293666666666667,34.5748299319728,NA,NA,2,0.1176,0.338,0.257,0.286,"stipules separate for one leaf",NA,3,4.066,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913","ISR5366",9,3,2400,"west","moraea_inclinata","T",4,2,16,NA,0.1903,NA,2.324,0.85,12.2122963741461,NA,NA,1,0.1903,0.82,0.906,0.824,"wet mass written unclearly",NA,1,2.324,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914","ITG2615",11,3,2400,"east","eucomis_cf_humilis","TSP",0,NA,NA,NA,5.717,NA,NA,1.06166666666667,NA,NA,NA,1,5.717,1.092,1.045,1.048,NA,"eucomis_cf_humilis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915","JBF7217",13,3,2400,"west","senecio_tall","TSP",0,NA,NA,NA,0.4559,NA,NA,0.489,NA,NA,NA,1,0.4559,0.471,0.503,0.493,"3 pieces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916","HHH1385",7,4,2600,"east","helichrysum_ecklonis","TS",0,NA,9,NA,0.788,0.1481,NA,1.06233333333333,NA,NA,0.187944162436548,1,0.788,0.975,1.02,1.192,"Plant ID and Leaf ID not on envelope. Scanned not ticked.",NA,NA,NA,1,1,1,1,0.1481,"no",NA,NA,1057
"2917","HFR6375",8,4,2600,"east","senecio_glaberrimus","TS",2,3,16.5,NA,0.3153,0.0623,8.09,0.519666666666667,25.6581033935934,129.855537720706,0.197589597209007,1,0.3153,0.526,0.505,0.528,NA,"senecio_glaberrimus",1,8.09,1,1,1,1,0.0623,"no",NA,NA,1070
"2918","HFR6375",8,4,2600,"east","senecio_glaberrimus","TS",2,3,16.5,NA,0.3153,0.0623,8.09,0.519666666666667,25.6581033935934,129.855537720706,0.197589597209007,1,0.3153,0.526,0.505,0.528,NA,"senecio_glaberrimus",1,8.09,1,1,1,1,0.0623,"no",NA,NA,1070
"2919","HFA0595",8,5,2800,"east","helichrysum_pallidum","TS",2,3,25.1,NA,1.4265,0.2006,24.03,0.702,16.8454258675079,119.790628115653,0.14062390466176,1,1.4265,0.692,0.69,0.724,"Scanned not ticked",NA,1,24.03,1,1,1,1,0.2006,"yes","scanned box not checked",NA,1074
"2920","HCP7354",8,4,2600,"west","berkheya_rhapontica","TS",2,1,3,NA,0.551,0.1098,8.829,1.0234,16.0235934664247,80.4098360655738,0.199274047186933,1,0.551,0.9942,1.023,1.053,NA,NA,1,8.829,1,1,1,1,0.1098,"no",NA,NA,1416
"2921","CXI4973",8,4,2600,"east","senecio_glaberrimus","TS",1,1,14.7,NA,0.6504,0.1039,15.952,0.597,24.5264452644526,153.532242540905,0.159747847478475,1,0.6504,0.659,0.528,0.604,NA,"senecio_glaberrimus",1,15.952,1,1,1,1,0.1039,"no",NA,NA,1417
"2922","DNJ1490",6,2,2200,"east","hypoxis_costata","TS",3,1,12,16,1.4369,0.2486,20.484,0.544,14.2556893311991,82.3974255832663,0.173011343865265,1,1.4369,0.577,0.415,0.64,NA,NA,8,20.484,1,2,2,2,0.2486,"no",NA,NA,1517
"2923","DNQ6085",6,2,2200,"west",NA,"TS",4,1,5.5,NA,0.9539,0.1411,17.968,1.06433333333333,18.8363560121606,127.342310418143,0.14791906908481,1,0.9539,0.983,1.144,1.066,"Species unknown",NA,1,17.968,1,1,1,1,0.1411,"no",NA,NA,1519
"2924","DJJ3324",8,4,2600,"east","senecio_glaberrimus","TS",4,1,24.8,31.9,0.316725,0.059775,2.7455,0.536333333333333,8.66840318888626,45.9305729820159,0.18872839213829,4,1.2669,0.562,0.501,0.546,NA,"senecio_glaberrimus",21,10.982,1,1,1,1,0.2391,"no",NA,NA,1403
"2925","GIF1885",10,1,2000,"east","helichrysum_ecklonis","TS",0,NA,3,NA,0.2582,NA,4.936,0.548333333333333,19.1169635941131,NA,NA,1,0.2582,0.546,0.569,0.53,NA,NA,2,4.936,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926","GHV4624",9,3,2400,"east","eucomis_purple_base","TS",2,1,17,NA,NA,NA,NA,0.679333333333333,NA,NA,NA,1,NA,0.636,0.634,0.768,"Cut into 2 pieces","eucomis_purple_base",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927","GDJ8087",11,2,2200,"east","senecio_glaberrimus","TS",0,NA,13.1,38.6,0.9525,NA,20.533,0.554666666666667,21.5569553805774,NA,NA,1,0.9525,0.533,0.573,0.558,NA,"senecio_glaberrimus",1,20.533,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928","GDZ5246",11,2,2200,"west","senecio_glaberrimus","TS",0,NA,16,36,0.556,NA,12.663,0.500666666666667,22.7751798561151,NA,NA,1,0.556,0.49,0.508,0.504,NA,"senecio_glaberrimus",1,12.663,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929","GHR6426",9,3,2400,"west","senecio_glaberrimus","TS",3,2,15.9,25,0.6773,NA,14.015,0.565666666666667,20.692455337369,NA,NA,1,0.6773,0.561,0.566,0.57,NA,"senecio_glaberrimus",1,14.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930","GCW2638",11,2,2200,"east","senecio_glaberrimus","TS",0,NA,18.6,35.4,1.0157,NA,20.163,0.572666666666667,19.8513340553313,NA,NA,1,1.0157,0.574,0.59,0.554,NA,"senecio_glaberrimus",2,20.163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931","GEC5870",11,2,2200,"east","senecio_glaberrimus","TS",0,NA,17.8,29.5,1.5738,NA,27.886,0.651666666666667,17.7188969373491,NA,NA,1,1.5738,0.658,0.662,0.635,"species name is glaberlium on sheet","senecio_glaberrimus",1,27.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932","ILA4655",9,3,2400,"east","lotononis_lotononoides","T",4,2,33.9,NA,0.014,NA,NA,0.284333333333333,NA,NA,NA,5,0.07,0.321,0.296,0.236,NA,"lotononis_lotononoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933","IKZ9059",9,3,2400,"west","eragrostis_racemosa","T",5,3,3,11,0.0113,NA,0.759,0.146333333333333,67.1681415929204,NA,NA,1,0.0113,0.154,0.116,0.169,NA,NA,1,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2934","IMH7562",9,3,2400,"west","oxalis_depressa","T",5,2,2,NA,0.0235,NA,0.759,0.31,32.2978723404255,NA,NA,1,0.0235,0.313,0.311,0.306,NA,NA,1,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935","ILJ0473",9,3,2400,"west","helichrysum_spiralepis","T",5,1,1.2,NA,0.0365,NA,1.183,0.513333333333333,32.4109589041096,NA,NA,3,0.1095,0.507,0.483,0.55,NA,NA,3,3.549,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936","IKX1011",8,4,2600,"east","athrixia_needle","T",4,3,9.4,NA,0.003,NA,0.1634,0.348,54.4666666666667,NA,NA,5,0.015,0.354,0.376,0.314,NA,"athrixia_needle",5,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937","IUI9106",9,3,2400,"east","tristachya_leucothrix","T",1,1,12,NA,0.058,NA,2.855,0.252666666666667,49.2241379310345,NA,NA,2,0.116,0.241,0.25,0.267,NA,NA,2,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2938","INO6991",9,3,2400,"east","tristachya_leucothrix",NA,1,2,0.2302,NA,0.2302,NA,9.755,0.244666666666667,42.3761946133797,NA,NA,1,0.2302,0.235,0.242,0.257,"no project indicated",NA,2,9.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939","IUQ6792",9,3,2400,"east","wahlenbergia_krebsii","T",1,1,10,NA,0.0179,NA,0.864,0.229333333333333,48.268156424581,NA,NA,3,0.0537,0.252,0.241,0.195,NA,NA,3,2.592,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940","IZV2448",9,3,2400,"west","themeda_triandra",NA,1,1,12,NA,0.0186,NA,1.85666666666667,0.110666666666667,99.8207885304659,NA,NA,3,0.0558,0.125,0.102,0.105,NA,NA,3,5.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2941","IJA3674",9,3,2400,"west","moraea_alticola",NA,3,1,23,NA,0.4563,NA,7.505,0.466,16.4475126013588,NA,NA,1,0.4563,0.5,0.428,0.47,"cut into 2 pieces; no project indicated",NA,3,7.505,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942","IWO1287",9,3,2400,"east","eucomis_cf_humilis","T",1,3,21,17,NA,NA,NA,1.08633333333333,NA,NA,NA,1,NA,1.074,1.139,1.046,NA,"eucomis_cf_humilis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943","IKM4593",9,3,2400,"west","koeleria_capensis","T",1,1,28,22,0.05756,NA,1.727,0.371,30.0034746351633,NA,NA,5,0.2878,0.396,0.356,0.361,"cut into 9 pieces",NA,9,8.635,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2944","GGX4077",9,3,2400,"east","senecio_glaberrimus","TS",2,1,13,NA,0.4348,NA,12.54,0.406333333333333,28.8408463661453,NA,NA,1,0.4348,0.385,0.419,0.415,NA,"senecio_glaberrimus",1,12.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945","ILL2423",9,3,2400,"east","senecio_discodregeanus","T",3,3,18,NA,0.5285,NA,8.262,0.529666666666667,15.6329233680227,NA,NA,1,0.5285,0.544,0.536,0.509,NA,NA,4,8.262,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946","IWK6795",9,3,2400,"east","drimia_sphaerocephala","T",1,1,12,NA,0.6335,NA,11.063,0.570666666666667,17.4632991318074,NA,NA,1,0.6335,0.66,0.562,0.49,NA,NA,2,11.063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947","ISQ3967",9,3,2400,"east","oxalis_depressa","T",1,1,1.5,NA,0.01335,NA,0.502,0.203333333333333,37.6029962546816,NA,NA,2,0.0267,0.202,0.218,0.19,NA,NA,2,1.004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2948","ISI3074",9,3,2400,"east","monsonia_attenuata","T",5,3,8.5,NA,0.02456,NA,1.1516,0.231666666666667,46.8892508143322,NA,NA,5,0.1228,0.23,0.244,0.221,NA,NA,6,5.758,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2949","HWC0470",9,3,2400,"west","helichrysum_ecklonis","TS",3,2,3.5,NA,0.3478,NA,5.054,1.06533333333333,14.5313398504888,NA,NA,1,0.3478,1.117,1.073,1.006,NA,NA,1,5.054,NA,NA,NA,NA,NA,NA,NA,NA,NA
