"","id","day_not_date","site_id","elevation_m_asl","aspect","species","project","plot_id","plant_id","veg_height_cm","rep_height_cm","wet_mass_g","dry_mass_g","leaf_area_cm2","leaf_thickness_mm","wet_sla_cm2_g","sla_cm2_g","ldmc","bulk_nr","wet_mass_total_g","leaf_thickness_1_mm","leaf_thickness_2_mm","leaf_thickness_3_mm","remark","new_species","n","leaf_area_total_cm2","wet_bulk_nr","wet_nr_pieces","dry_bulk_nr","dry_nr_pieces","dry_mass_total_g","check_scan","remarks","orchids","nr"
"974","HFO8522",5,2,2200,"west","helichrysum_ecklonis","TS",0,NA,2.5,NA,0.3344,NA,5.581,0.994,16.6895933014354,NA,NA,1,0.3344,0.914,0.934,1.134,NA,NA,1,5.581,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","HFS4666",5,2,2200,"east","helichrysum_ecklonis","TS",0,NA,4.5,NA,0.571,NA,7.105,1.38033333333333,12.4430823117338,NA,NA,1,0.571,1.563,1.229,1.349,NA,NA,1,7.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","HDG2755",5,2,2200,"east","helichrysum_ecklonis","TS",0,NA,3.2,NA,0.4266,NA,5.872,1.01466666666667,13.764650726676,NA,NA,1,0.4266,1.015,1.029,1,NA,NA,2,5.872,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","HDX0313",5,2,2200,"east","helichrysum_pilosellum","TS",0,NA,10.8,NA,0.6496,NA,15.454,0.690666666666667,23.7900246305419,NA,NA,1,0.6496,0.898,0.69,0.484,NA,NA,3,15.454,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","HDC5703",5,2,2200,"east","helichrysum_ecklonis","TS",0,NA,4.5,NA,0.2169,NA,4.712,0.844333333333333,21.7242969110189,NA,NA,1,0.2169,0.961,0.774,0.798,NA,NA,1,4.712,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","GFI3837",9,5,2800,"east","helichrysum_pilosellum","TS",0,NA,4.5,NA,0.5096,0.1157,9.703,0.932,19.0404238618524,83.8634399308557,0.227040816326531,1,0.5096,0.81,1.009,0.977,NA,NA,4,9.703,1,1,1,1,0.1157,"no",NA,NA,822
"980","DFK7537",6,2,2200,"west","senecio_glaberrimus","TS",5,1,8.4,NA,0.4263,NA,8.66,0.504666666666667,20.3143326296036,NA,NA,1,0.4263,0.506,0.482,0.526,NA,"senecio_glaberrimus",1,8.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","HPX9578",7,4,2600,"east","helichrysum_pilosellum","TS",0,NA,4.4,NA,0.6465,NA,13.069,0.861,20.215003866976,NA,NA,1,0.6465,0.907,0.916,0.76,NA,NA,1,13.069,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","HRC7514",7,4,2600,"west","helichrysum_pilosellum","TS",0,NA,6.5,NA,0.616,NA,12.022,1.26033333333333,19.5162337662338,NA,NA,1,0.616,1.198,1.433,1.15,NA,NA,1,12.022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","HQI6555",7,4,2600,"west","helichrysum_ecklonis","TS",0,NA,6.3,NA,0.7285,NA,10.755,1.383,14.7632120796156,NA,NA,1,0.7285,1.472,1.424,1.253,NA,NA,2,10.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","HBJ0368",6,3,2400,"east","helichrysum_ecklonis","TS",0,NA,12,NA,0.6544,NA,17.476,0.541333333333333,26.7053789731051,NA,NA,1,0.6544,0.461,0.633,0.53,NA,NA,1,17.476,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","DUR2749",7,4,2600,"west","helichrysum_ecklonis","TS",0,NA,6.1,NA,0.697,NA,10.205,1.05333333333333,14.6413199426112,NA,NA,1,0.697,1.027,1.089,1.044,NA,NA,1,10.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","DSX7010",6,2,2200,"east","acalypha_punctata","TS",1,2,19.5,18,0.4638,NA,13.79,0.436333333333333,29.7326433807676,NA,NA,1,0.4638,0.383,0.562,0.364,NA,NA,1,13.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","HGY4826",7,4,2600,"east","helichrysum_ecklonis","TS",0,NA,5.3,NA,0.5658,NA,9.077,0.985,16.0427712972782,NA,NA,1,0.5658,1.059,1.008,0.888,NA,NA,1,9.077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","CYO2778",6,2,2200,"east","senecio_glaberrimus","TS",2,2,9,NA,0.3863,NA,9.15,0.566,23.6862542065752,NA,NA,1,0.3863,0.56,0.568,0.57,NA,"senecio_glaberrimus",1,9.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","HBC4051",6,3,2400,"west","helichrysum_pilosellum","TS",0,NA,3.5,NA,0.6512,NA,13.2,0.790666666666667,20.2702702702703,NA,NA,1,0.6512,0.822,0.83,0.72,NA,NA,1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","HGM2724",7,4,2600,"east","helichrysum_ecklonis","TS",0,NA,7.5,NA,1.0157,NA,12.534,0.965666666666667,12.3402579501821,NA,NA,1,1.0157,1.025,0.977,0.895,NA,NA,6,12.534,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","DUV7290",6,2,2200,"west","senecio_glaberrimus","TS",2,2,12,25,0.8207,NA,16.265,0.609333333333333,19.8184476666261,NA,NA,1,0.8207,0.569,0.69,0.569,NA,"senecio_glaberrimus",1,16.265,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","HCM4550",6,3,2400,"east","helichrysum_pallidum","TS",0,NA,19.8,NA,1.0691,NA,NA,0.889666666666667,NA,NA,NA,1,1.0691,0.78,0.994,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","HID6001",7,3,2400,"east","senecio_glaberrimus","TS",0,NA,21,NA,0.3955,NA,11.012,0.486666666666667,27.8432364096081,NA,NA,1,0.3955,0.485,0.475,0.5,NA,"senecio_glaberrimus",1,11.012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","HEP1105",7,4,2600,"east","helichrysum_ecklonis","TS",0,NA,2,NA,0.3145,NA,4.879,0.962333333333333,15.5135135135135,NA,NA,1,0.3145,0.856,0.995,1.036,NA,NA,1,4.879,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","HBT0305",6,3,2400,"east","helichrysum_ecklonis","TS",0,NA,8.8,NA,0.4807,NA,NA,0.353333333333333,NA,NA,NA,1,0.4807,0.374,0.332,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","HGN7787",7,4,2600,"east","helichrysum_ecklonis","TS",0,NA,6.5,NA,0.6168,NA,8.91,0.928,14.4455252918288,NA,NA,1,0.6168,0.941,0.887,0.956,NA,NA,1,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","HJI4670",7,1,2000,"east","helichrysum_nudifolium","TSP",0,NA,NA,NA,0.97,0.195,24.332,0.385666666666667,25.0845360824742,124.779487179487,0.201030927835052,1,0.97,0.365,0.393,0.399,NA,NA,1,24.332,1,1,1,1,0.195,"no",NA,NA,1567
"998","HBQ1963",6,3,2400,"east","helichrysum_pallidum","TS",0,NA,6.5,NA,1.4887,NA,30.623,0.576333333333333,20.5702962316115,NA,NA,1,1.4887,0.538,0.574,0.617,NA,NA,1,30.623,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","CYB6269",6,2,2200,"east","ajuga_ophrydis","T",1,3,1,NA,0.04455,NA,1.3065,0.378333333333333,29.3265993265993,NA,NA,2,0.0891,0.359,0.37,0.406,NA,NA,2,2.613,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","HPM0334",6,2,2200,"east","koeleria_capensis","T",3,1,12,NA,0.0358,NA,0.09276,0.52,2.59106145251397,NA,NA,25,0.895,0.577,0.552,0.431,NA,NA,2,2.319,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","DXD4274",6,2,2200,"east","cyperus_round","T",2,1,2,11.5,0.261,NA,1.0525,0.265333333333333,4.03256704980843,NA,NA,2,0.522,0.26,0.28,0.256,NA,NA,2,2.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","DJB0993",6,2,2200,"east","hypoxis_rigidula","T",2,1,14,11.5,0.3265,0.0844,6.054,0.456,18.542113323124,71.7298578199052,0.258499234303216,1,0.3265,0.431,0.432,0.505,NA,NA,1,6.054,1,1,1,1,0.0844,"no",NA,NA,1574
"1003","CYC5636",6,2,2200,"east","diheteropogon_filifolius","T",3,1,24.5,NA,0.03218,NA,0.723,0.490333333333333,22.4673710379118,NA,NA,5,0.1609,0.561,0.492,0.418,NA,NA,5,3.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","CYK3218",6,2,2200,"east","eragrostis_racemosa",NA,2,1,3,5,0.00536666666666667,0.00173333333333333,0.266333333333333,0.190333333333333,49.6273291925466,153.653846153846,0.322981366459627,6,0.0322,0.178,0.198,0.195,NA,NA,7,1.598,6,6,6,6,0.0104,"no",NA,NA,1482
"1005","DVR3138",6,2,2200,"east","hypoxis_rigidula","T",1,1,8.5,NA,0.0825,0.0293,2.683,0.428,32.5212121212121,91.5699658703072,0.355151515151515,1,0.0825,0.413,0.467,0.404,NA,NA,1,2.683,1,1,1,1,0.0293,"no",NA,NA,1485
"1006","CYF6429",6,2,2200,"east","commelina_africana","T",1,3,1,NA,0.0384,0.0054,1.172,0.535666666666667,30.5208333333333,217.037037037037,0.140625,1,0.0384,0.488,0.548,0.571,NA,NA,1,1.172,1,1,1,1,0.0054,"no",NA,NA,1486
"1007","DPV5331",6,2,2200,"west","ficinia_cinnamomea","T",3,3,9.1,15.3,0.0259666666666667,0.00703333333333333,2.81066666666667,0.401666666666667,108.241335044929,399.620853080569,0.270860077021823,3,0.0779,0.423,0.422,0.36,NA,NA,16,8.432,3,3,3,3,0.0211,"no",NA,NA,1489
"1008","HST1605",7,4,2600,"west","helichrysum_pilosellum","TS",0,NA,7.2,12.5,0.7731,0.1499,15.278,1.16766666666667,19.7619971543138,101.921280853903,0.193894709610658,1,0.7731,0.967,1.12,1.416,"leaf is damaged",NA,3,15.278,1,1,1,1,0.1499,"no",NA,NA,1491
"1009","CYW3648",6,2,2200,"east","hermannia_woodii","TS",2,3,4,NA,0.0861,0.0151,4.003,0.289666666666667,46.4924506387921,265.099337748344,0.175377468060395,1,0.0861,0.312,0.277,0.28,NA,NA,1,4.003,1,1,1,1,0.0151,"no",NA,NA,1495
"1010","DPU2551",6,2,2200,"west","oxalis_depressa","T",3,3,3.4,NA,0.0195,0.0022,9.264,0.257,475.076923076923,4210.90909090909,0.112820512820513,1,0.0195,0.272,0.242,NA,NA,NA,18,9.264,1,1,1,1,0.0022,"no",NA,NA,1583
"1011","DYV1207",6,2,2200,"east","c_f_hesperantha_baurii","T",1,1,8.5,NA,0.2167,0.0442,3.462,0.573333333333333,15.9760036917397,78.3257918552036,0.203968620212275,1,0.2167,0.511,0.546,0.663,"needs to be confirmed","c_f_hesperantha_baurii",2,3.462,1,1,1,1,0.0442,"no",NA,NA,1584
"1012","DPH0554",6,2,2200,"west","hypoxis_rigidula","T",3,2,11.3,12.5,0.2584,0.0714,6.152,0.74,23.8080495356037,86.1624649859944,0.276315789473684,1,0.2584,0.845,0.875,0.5,NA,NA,2,6.152,1,1,1,1,0.0714,"no",NA,NA,1587
"1013","DPR9649",6,2,2200,"west","koeleria_capensis","T",3,1,8.6,23,0.0147,0.005,0.872,0.214,59.3197278911565,174.4,0.340136054421769,1,0.0147,0.225,0.223,0.194,NA,NA,1,0.872,1,1,1,1,0.005,"no",NA,NA,1588
"1014","HPZ2235",7,4,2600,"west","senecio_glaberrimus","TS",0,NA,16,NA,0.8639,0.1488,10,0.554333333333333,11.5754138210441,67.2043010752688,0.172242157657136,1,0.8639,0.548,0.577,0.538,NA,"senecio_glaberrimus",20,10,1,1,1,1,0.1488,"no",NA,NA,1589
"1015","DPS1568",6,2,2200,"west","eragrostis_racemosa","T",3,3,4.9,12.6,0.00705,0.00055,0.465,0.170666666666667,65.9574468085106,845.454545454545,0.0780141843971631,2,0.0141,0.161,0.16,0.191,NA,NA,3,0.93,2,2,2,2,0.0011,"no",NA,NA,1549
"1016","DVF1041",6,2,2200,"east","koeleria_capensis","T",1,2,14,24.5,0.03074,0.01236,0.669,0.295333333333333,21.7631750162655,54.126213592233,0.402081977878985,5,0.1537,0.358,0.274,0.254,NA,NA,5,3.345,5,5,5,5,0.0618,"no",NA,NA,1551
"1017","DRR2175",6,2,2200,"east","tristachya_leucothrix","T",2,1,11,21,0.0657,0.0202,3.078,0.29,46.8493150684932,152.376237623762,0.307458143074581,1,0.0657,0.317,0.297,0.256,NA,NA,1,3.078,1,1,1,1,0.0202,"no",NA,NA,1554
"1018","DRZ1802",6,2,2200,"east","koeleria_capensis","T",2,2,32,10,0.03316,0.01436,0.7152,0.250666666666667,21.5681544028951,49.8050139275766,0.433051869722557,5,0.1658,0.212,0.287,0.253,NA,NA,5,3.576,5,5,5,5,0.0718,"no",NA,NA,1557
"1019","DYT3744",6,2,2200,"east","eragrostis_capensis","T",2,4,20,8,0.0263,0.0081,1.511,0.193333333333333,57.4524714828897,186.543209876543,0.307984790874525,3,0.0789,0.19,0.216,0.174,NA,NA,3,4.533,3,3,3,3,0.0243,"no",NA,NA,1556
"1020","HSU6548",6,2,2200,"east","diheteropogon_filifolius","T",4,2,18,NA,0.01316,0.00304,0.3228,0.416333333333333,24.5288753799392,106.184210526316,0.231003039513678,5,0.0658,0.385,0.388,0.476,NA,NA,5,1.614,5,5,5,5,0.0152,"no",NA,NA,1558
"1021","DUN3962",6,2,2200,"west","anthospermum_herbaceum","T",3,1,7.9,NA,0.011,0.00167142857142857,0.484,0.347,44,289.57264957265,0.151948051948052,7,0.077,0.338,0.348,0.355,NA,NA,7,3.388,7,7,7,7,0.0117,"no",NA,NA,1477
"1022","DRV1828",6,2,2200,"west","senecio_glaberrimus","T",2,1,10,27,0.2895,0.0542,6.085,0.598333333333333,21.0189982728843,112.269372693727,0.187219343696028,1,0.2895,0.59,0.545,0.66,NA,"senecio_glaberrimus",1,6.085,1,1,1,1,0.0542,"no",NA,NA,1472
"1023","ELL7477",6,2,2200,"west","pentameris_airoides","T",3,3,6,25,0.0211,0.0055,1.087,0.265333333333333,51.5165876777251,197.636363636364,0.260663507109005,1,0.0211,0.255,0.261,0.28,NA,NA,1,1.087,1,1,1,1,0.0055,"no",NA,NA,1471
"1024","HRB1148",7,4,2600,"west","helichrysum_ecklonis","TS",0,NA,6.9,NA,0.6518,0.0646,10.358,1.07533333333333,15.891377723228,160.340557275542,0.0991101564897208,1,0.6518,1.088,1.096,1.042,NA,NA,1,10.358,1,1,1,1,0.0646,"no",NA,NA,1468
"1025","DUJ3974",6,2,2200,"west","harpochloa_falx","T",3,3,14,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","EGV3590",6,2,2200,"west","helichrysum_nudifolium","T",5,3,6,NA,0.1745,0.0331,4.29,0.818333333333333,24.5845272206304,129.607250755287,0.189684813753582,1,0.1745,0.83,0.873,0.752,NA,NA,1,4.29,1,1,1,1,0.0331,"no",NA,NA,1464
"1027","DYX2056",6,2,2200,"west","heteropogon_contortus","T",1,3,9.6,NA,0.01428,0.00442,1.079,0.155666666666667,75.5602240896359,244.117647058824,0.30952380952381,5,0.0714,0.211,0.124,0.132,NA,NA,5,5.395,5,5,5,5,0.0221,"no",NA,NA,1457
"1028","DRL4531",6,2,2200,"east","bulbostylis_oritrephes","T",3,1,11.5,15,0.0203666666666667,0.00823333333333333,0.360666666666667,0.419333333333333,17.708674304419,43.8056680161943,0.404255319148936,3,0.0611,0.478,0.392,0.388,NA,"bulbostylis_oritrephes",8,1.082,3,3,3,3,0.0247,"no",NA,NA,1463
"1029","EHX3203",6,2,2200,"west","tristachya_leucothrix","T",1,1,6.9,NA,0.0623,0.0195,2.144,0.302666666666667,34.4141252006421,109.948717948718,0.313001605136437,1,0.0623,0.318,0.309,0.281,NA,NA,1,2.144,1,1,1,1,0.0195,"no",NA,NA,1460
"1030","HPW3903",6,2,2200,"west","eragrostis_racemosa","T",1,3,6,10.5,0.0116333333333333,0.00473333333333333,0.745333333333333,0.18,64.0687679083095,157.464788732394,0.406876790830946,3,0.0349,0.185,0.176,0.179,NA,NA,3,2.236,3,3,3,3,0.0142,"no",NA,NA,1461
"1031","EHP8499",6,2,2200,"west","sporobolus_centrifugus","T",1,1,20,14.5,0.0612,0.02,1.288,0.263333333333333,21.0457516339869,64.4,0.326797385620915,1,0.0612,0.282,0.281,0.227,NA,NA,1,1.288,1,1,1,1,0.02,"no",NA,NA,364
"1032","EHT3385",6,2,2200,"west","koeleria_capensis","T",1,1,10.5,30,0.0086,0.0026,0.5405,0.2,62.8488372093023,207.884615384615,0.302325581395349,2,0.0172,0.197,0.208,0.195,NA,NA,2,1.081,2,2,2,2,0.0052,"no",NA,NA,1476
"1033","EIE2952",6,2,2200,"east","heteropogon_contortus","T",3,3,12,26,0.02945,0.0124,2.1175,0.224333333333333,71.9015280135824,170.766129032258,0.421052631578947,2,0.0589,0.237,0.224,0.212,NA,NA,2,4.235,2,2,2,2,0.0248,"no",NA,NA,1561
"1034","HSF6760",6,2,2200,"east","ficinia_cinnamomea","T",4,1,16,NA,0.035,0.0116,0.94,0.355666666666667,26.8571428571429,81.0344827586207,0.331428571428571,2,0.07,0.343,0.354,0.37,NA,NA,2,1.88,2,2,2,2,0.0232,"no",NA,NA,1475
"1035","DXX1884",6,2,2200,"west","sporobolus_centrifugus","T",1,3,13,20,0.051,0.0143,1.872,0.344,36.7058823529412,130.909090909091,0.280392156862745,1,0.051,0.317,0.394,0.321,NA,NA,1,1.872,1,1,1,1,0.0143,"no",NA,NA,1479
"1036","DYF1017",6,2,2200,"west","cyperus_semitrifidus","T",1,1,5,9.8,0.0304,0.00656666666666667,0.405,0.467,13.3223684210526,61.6751269035533,0.216008771929825,3,0.0912,0.518,0.441,0.442,NA,NA,3,1.215,3,3,3,3,0.0197,"no",NA,NA,1559
"1037","DXU5980",6,2,2200,"west","themeda_triandra","T",1,2,15,26,0.0247666666666667,0.00763333333333333,1.71033333333333,0.165,69.0578734858681,224.061135371179,0.308209959623149,3,0.0743,0.164,0.139,0.192,NA,NA,3,5.131,3,3,3,3,0.0229,"no",NA,NA,1456
"1038","DYL4285",6,2,2200,"west","wahlenbergia_krebsii","T",4,1,0.5,NA,0.0314,6e-04,0.138,0.240666666666667,4.39490445859873,230,0.0191082802547771,5,0.157,0.269,0.212,0.241,NA,"wahlenbergia_krebsii",6,0.69,5,5,5,5,0.003,"no",NA,NA,1450
"1039","EKZ7703",6,2,2200,"east","sporobolus_centrifugus","T",5,2,7,38,0.02176,0.00824,0.438,0.419666666666667,20.1286764705882,53.1553398058252,0.378676470588235,5,0.1088,0.368,0.382,0.509,NA,NA,5,2.19,5,5,5,5,0.0412,"no",NA,NA,1470
"1040","HPK7390",6,2,2200,"east","commelina_africana","T",3,3,1,NA,0.1435,0.0179,3.508,0.461666666666667,24.4459930313589,195.977653631285,0.124738675958188,1,0.1435,0.471,0.461,0.453,NA,NA,1,3.508,1,1,1,1,0.0179,"no",NA,NA,1445
"1041","EET1809",6,2,2200,"west","hypoxis_rigidula","T",2,2,4,NA,0.1413,NA,5.661,0.365666666666667,40.0636942675159,NA,NA,1,0.1413,0.354,0.368,0.375,NA,NA,1,5.661,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","DUY2479",6,2,2200,"east","anthospermum_herbaceum","T",4,1,3.5,NA,0.00805,NA,0.344,0.255,42.7329192546584,NA,NA,8,0.0644,0.275,0.247,0.243,NA,NA,8,2.752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","EIR2625",6,2,2200,"east","commelina_africana","T",1,1,4,NA,0.1744,NA,3.772,0.468,21.6284403669725,NA,NA,1,0.1744,0.494,0.408,0.502,NA,NA,1,3.772,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","ERB9819",6,2,2200,"west","eragrostis_capensis","T",2,3,5,NA,0.01266,NA,0.6802,0.179666666666667,53.7282780410742,NA,NA,5,0.0633,0.207,0.155,0.177,NA,NA,5,3.401,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","EPE4503",6,2,2200,"east","c_f_hesperantha_baurii","T",2,1,7,NA,0.1478,NA,2.74,0.649666666666667,18.5385656292287,NA,NA,1,0.1478,0.501,0.692,0.756,NA,"c_f_hesperantha_baurii",1,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","DYS3072",6,2,2200,"east","ficinia_cinnamomea","T",4,3,19.5,NA,0.0623,NA,2.028,0.431333333333333,32.5521669341894,NA,NA,1,0.0623,0.433,0.493,0.368,NA,NA,1,2.028,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","CYA9226",6,2,2200,"east","aristea_woodii","T",4,1,9,10,0.1018,NA,2.616,0.515,25.6974459724951,NA,NA,1,0.1018,0.406,0.491,0.648,NA,NA,1,2.616,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","DRQ3239",6,2,2200,"east","ficinia_cinnamomea","T",2,2,16.5,NA,0.03362,NA,1.4536,0.230666666666667,43.2361689470553,NA,NA,5,0.1681,0.281,0.202,0.209,NA,NA,5,7.268,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","EEC9385",6,2,2200,"west","anthospermum_herbaceum","T",4,2,4.4,3,0.009625,0.002225,0.36325,0.331666666666667,37.7402597402597,163.258426966292,0.231168831168831,4,0.0385,0.324,0.319,0.352,NA,NA,4,1.453,4,4,4,4,0.0089,"no",NA,NA,105
"1050","EJN8992",6,2,2200,"west","helichrysum_auronitens","T",5,2,13.3,14.7,0.0076,0.00242,0.3696,0.426333333333333,48.6315789473684,152.727272727273,0.318421052631579,5,0.038,0.59,0.325,0.364,NA,"helichrysum_auronitens",5,1.848,5,5,5,5,0.0121,"no",NA,NA,90
"1051","DRY2228",6,2,2200,"east","eragrostis_capensis","T",2,2,3,25,0.0352666666666667,0.0122333333333333,1.847,0.203666666666667,52.3724007561437,150.980926430518,0.346880907372401,3,0.1058,0.221,0.199,0.191,NA,NA,3,5.541,3,3,3,3,0.0367,"no",NA,NA,94
"1052","DQH4985",6,2,2200,"west","craterocapsa_tarsodes","T",2,2,0.8,NA,0.01565,0.00261,0.3967,0.350666666666667,25.3482428115016,151.992337164751,0.166773162939297,10,0.1565,0.595,0.244,0.213,NA,NA,12,3.967,10,10,10,10,0.0261,"no",NA,NA,93
"1053","DRF0005",6,2,2200,"east","heteropogon_contortus","T",2,1,12,16,0.0267666666666667,0.0099,2.03333333333333,0.139666666666667,75.9651307596513,205.387205387205,0.36986301369863,3,0.0803,0.135,0.136,0.148,NA,NA,3,6.1,3,3,3,3,0.0297,"no",NA,NA,96
"1054","EDF7891",6,2,2200,"west","carex_zuluensis","T",5,3,9.5,9,0.01455,0.005,0.9525,0.173,65.4639175257732,190.5,0.343642611683849,2,0.0291,0.167,0.167,0.185,NA,NA,2,1.905,2,2,2,2,0.01,"no",NA,NA,97
"1055","EOS1110",6,2,2200,"west","gerbera_piloselloides","T",5,1,0.2,NA,0.0175,NA,0.623,0.335,35.6,NA,NA,2,0.035,0.316,0.383,0.306,NA,"gerbera_piloselloides",2,1.246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","EEQ3245",6,2,2200,"west","tristachya_leucothrix","T",2,2,9,NA,0.0614,NA,3.005,0.213333333333333,48.9413680781759,NA,NA,1,0.0614,0.213,0.2,0.227,NA,NA,1,3.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","DGN1165",6,2,2200,"east","monsonia_attenuata","T",1,3,2.2,NA,0.00868,0.00148,0.3884,0.212666666666667,44.7465437788018,262.432432432432,0.170506912442396,5,0.0434,0.234,0.215,0.189,NA,NA,5,1.942,5,5,5,5,0.0074,"no",NA,NA,22
"1058","CXV8348",6,2,2200,"west","cyperus_semitrifidus","T",2,3,12.4,NA,0.04265,0.0147,1.2915,0.676666666666667,30.2813599062134,87.8571428571429,0.344665885111372,2,0.0853,0.762,0.761,0.507,NA,NA,2,2.583,2,2,2,2,0.0294,"no",NA,NA,20
"1059","DRN5095",6,2,2200,"east","bulbostylis_oritrephes","T",3,2,7,11,0.00586666666666667,0.0021,NA,0.348,NA,NA,0.357954545454545,3,0.0176,0.384,0.314,0.346,NA,"bulbostylis_oritrephes",NA,NA,3,3,3,3,0.0063,"no",NA,NA,19
"1060","EDK5323",6,2,2200,"west","cyperus_semitrifidus","T",4,2,5.5,5,0.00845,0.002,0.352,0.310666666666667,41.6568047337278,176,0.236686390532544,2,0.0169,0.296,0.337,0.299,NA,NA,2,0.704,2,2,2,2,0.004,"no",NA,NA,966
"1061","HSE3737",6,2,2200,"east","koeleria_capensis","T",4,2,16,21.5,0.0318666666666667,0.0115,0.874,0.355,27.4267782426778,76,0.360878661087866,3,0.0956,0.49,0.342,0.233,NA,NA,3,2.622,3,3,3,3,0.0345,"no",NA,NA,459
"1062","HSZ5171",6,2,2200,"east","eragrostis_racemosa","T",4,2,10,NA,0.0568,0.0165,3.413,0.264666666666667,60.0880281690141,206.848484848485,0.290492957746479,1,0.0568,0.312,0.259,0.223,NA,NA,1,3.413,1,1,1,1,0.0165,"no",NA,NA,484
"1063","ERI7131",6,2,2200,"west","elionurus_muticus","T",2,3,12,NA,0.0429428571428571,0.0185285714285714,0.952857142857143,0.334666666666667,22.1889554224884,51.4263685427911,0.431470392548237,7,0.3006,0.357,0.267,0.38,NA,NA,8,6.67,7,7,7,7,0.1297,"no",NA,NA,611
"1064","DQK8492",6,2,2200,"west","ficinia_cinnamomea","T",2,1,6,14,0.01845,0.00635,0.4285,0.396,23.2249322493225,67.4803149606299,0.344173441734417,2,0.0369,0.427,0.375,0.386,NA,NA,2,0.857,2,2,2,2,0.0127,"no",NA,NA,480
"1065","EEF7232",6,2,2200,"west","heteropogon_contortus","T",4,3,8,NA,0.00893333333333333,0.00146666666666667,0.727666666666667,0.216666666666667,81.455223880597,496.136363636364,0.164179104477612,3,0.0268,0.216,0.217,0.217,NA,NA,3,2.183,3,3,3,3,0.0044,"no",NA,NA,482
"1066","DRC1242",6,2,2200,"east","eragrostis_capensis","T",1,3,7,28.1,0.0203,0.008,1.013,0.183666666666667,49.9014778325123,126.625,0.394088669950739,1,0.0203,0.192,0.191,0.168,NA,NA,1,1.013,1,1,1,1,0.008,"no",NA,NA,468
"1067","DQG9109",6,2,2200,"west","themeda_triandra","T",2,3,11,12,0.0138,0.00456666666666667,1.232,0.110333333333333,89.2753623188406,269.78102189781,0.330917874396135,3,0.0414,0.105,0.122,0.104,NA,NA,3,3.696,3,3,3,3,0.0137,"no",NA,NA,462
"1068","ERF4332",6,2,2200,"west","helichrysum_pallidum","T",2,1,9,NA,0.4342,0.0607,7.568,0.889333333333333,17.4297558728696,124.678747940692,0.139797328420083,1,0.4342,0.861,1.005,0.802,NA,"helichrysum_nudifolium",2,7.568,1,1,1,1,0.0607,"no",NA,NA,471
"1069","EOH0767",6,2,2200,"east","themeda_triandra","T",3,1,14,18,0.01974,0.00762,1.3674,0.105333333333333,69.2705167173252,179.448818897638,0.386018237082067,5,0.0987,0.093,0.108,0.115,NA,NA,5,6.837,5,5,5,5,0.0381,"no",NA,NA,624
"1070","DYP1492",6,2,2200,"west","sporobolus_centrifugus","T",2,2,5,18,0.0164,0.0046,0.508,0.476,30.9756097560976,110.434782608696,0.280487804878049,1,0.0164,0.414,0.518,0.496,NA,NA,1,0.508,1,1,1,1,0.0046,"no",NA,NA,634
